Country,tenure_mode,year,value
Portugal,Own outright,2014,43.504732847213745
Portugal,Own outright,2015,42.84217655658722
Portugal,Own outright,2016,43.05065870285034
Portugal,Own outright,2017,42.223066091537476
Portugal,Own outright,2018,42.69503057003021
Portugal,Own outright,2019,42.30599105358124
Portugal,Own outright,2020,43.09484362602234
Portugal,Own outright,2021,NA
Portugal,Owner with mortgage,2010,27.963238954544067
Portugal,Owner with mortgage,2011,29.20123040676117
Portugal,Owner with mortgage,2012,28.954553604125977
Portugal,Owner with mortgage,2013,30.003592371940613
Portugal,Owner with mortgage,2014,30.352100729942322
Portugal,Owner with mortgage,2015,30.25762140750885
Portugal,Owner with mortgage,2016,30.292880535125732
Portugal,Owner with mortgage,2017,30.640381574630737
Portugal,Owner with mortgage,2018,29.76948916912079
Portugal,Owner with mortgage,2019,29.574531316757202
Portugal,Owner with mortgage,2020,31.96498155593872
Portugal,Owner with mortgage,2021,NA
Portugal,Rent (private),2010,13.106587529182434
Portugal,Rent (private),2011,12.684588134288788
Portugal,Rent (private),2012,11.307859420776367
Portugal,Rent (private),2013,11.790575832128525
Portugal,Rent (private),2014,12.955273687839508
Portugal,Rent (private),2015,13.676407933235168
Portugal,Rent (private),2016,13.876129686832428
Portugal,Rent (private),2017,13.825862109661102
Portugal,Rent (private),2018,13.499753177165985
Portugal,Rent (private),2019,14.130710065364838
Portugal,Rent (private),2020,12.773370742797852
Portugal,Rent (private),2021,NA
Portugal,Rent (subsidized),2010,6.128616631031036
Portugal,Rent (subsidized),2011,6.176163628697395
Portugal,Rent (subsidized),2012,7.679983228445053
Portugal,Rent (subsidized),2013,6.556675583124161
Portugal,Rent (subsidized),2014,4.444068670272827
Portugal,Rent (subsidized),2015,4.664454981684685
Portugal,Rent (subsidized),2016,4.126688838005066
Portugal,Rent (subsidized),2017,4.352430999279022
Portugal,Rent (subsidized),2018,5.018370598554611
Portugal,Rent (subsidized),2019,4.787928983569145
Portugal,Rent (subsidized),2020,3.9386767894029617
Portugal,Rent (subsidized),2021,NA
Portugal,"Other, unknown",2010,7.427137345075607
Portugal,"Other, unknown",2011,7.42218941450119
Portugal,"Other, unknown",2012,7.712966203689575
Portugal,"Other, unknown",2013,8.540665358304977
Portugal,"Other, unknown",2014,8.743825554847717
Portugal,"Other, unknown",2015,8.559339493513107
Portugal,"Other, unknown",2016,8.65364521741867
Portugal,"Other, unknown",2017,8.958257734775543
Portugal,"Other, unknown",2018,9.017357230186462
Portugal,"Other, unknown",2019,9.200841933488846
Portugal,"Other, unknown",2020,8.228126913309097
Portugal,"Other, unknown",2021,NA
Slovak Republic,Own outright,2010,83.25322270393372
Slovak Republic,Own outright,2011,83.32756161689758
Slovak Republic,Own outright,2012,82.27644562721252
Slovak Republic,Own outright,2013,82.89648294448853
Slovak Republic,Own outright,2014,81.13493323326111
Slovak Republic,Own outright,2015,79.85878586769104
Slovak Republic,Own outright,2016,78.85600328445435
Slovak Republic,Own outright,2017,76.32458209991455
Slovak Republic,Own outright,2018,74.53739643096924
Slovak Republic,Own outright,2019,72.99309372901917
Slovak Republic,Own outright,2020,72.56104350090027
Slovak Republic,Own outright,2021,NA
Slovak Republic,Owner with mortgage,2010,6.640160083770752
Slovak Republic,Owner with mortgage,2011,6.755362451076508
Slovak Republic,Owner with mortgage,2012,7.911556959152222
Slovak Republic,Owner with mortgage,2013,7.716163992881775
Slovak Republic,Owner with mortgage,2014,9.042613953351974
Slovak Republic,Owner with mortgage,2015,9.247314929962158
Slovak Republic,Owner with mortgage,2016,10.094782710075378
Slovak Republic,Owner with mortgage,2017,13.292333483695984
Slovak Republic,Owner with mortgage,2018,15.776684880256653
Slovak Republic,Owner with mortgage,2019,17.34592467546463
Slovak Republic,Owner with mortgage,2020,18.87941062450409
Slovak Republic,Owner with mortgage,2021,NA
Slovak Republic,Rent (private),2010,8.092853426933289
Slovak Republic,Rent (private),2011,7.844720035791397
Slovak Republic,Rent (private),2012,7.850559800863266
Slovak Republic,Rent (private),2013,7.355598360300064
Slovak Republic,Rent (private),2014,7.8390419483184814
Slovak Republic,Rent (private),2015,9.206170588731766
Slovak Republic,Rent (private),2016,9.081418812274933
Slovak Republic,Rent (private),2017,8.435054868459702
Slovak Republic,Rent (private),2018,7.827608287334442
Slovak Republic,Rent (private),2019,7.979481667280197
Slovak Republic,Rent (private),2020,6.817018240690231
Slovak Republic,Rent (private),2021,NA
Slovak Republic,Rent (subsidized),2010,0.6162883248180151
Slovak Republic,Rent (subsidized),2011,0.6429416593164206
Slovak Republic,Rent (subsidized),2012,0.4827628843486309
Slovak Republic,Rent (subsidized),2013,0.7251001428812742
Slovak Republic,Rent (subsidized),2014,0.20448153372853994
Slovak Republic,Rent (subsidized),2015,0.29412098228931427
Slovak Republic,Rent (subsidized),2016,0.30426138546317816
Slovak Republic,Rent (subsidized),2017,0.38010370917618275
Slovak Republic,Rent (subsidized),2018,0.3886367427185178
Slovak Republic,Rent (subsidized),2019,0.6542233750224113
Slovak Republic,Rent (subsidized),2020,0.7324202917516232
Slovak Republic,Rent (subsidized),2021,NA
Slovak Republic,"Other, unknown",2010,1.3974754139780998
Slovak Republic,"Other, unknown",2011,1.4294175431132317
Slovak Republic,"Other, unknown",2012,1.4786728657782078
Slovak Republic,"Other, unknown",2013,1.306656189262867
Slovak Republic,"Other, unknown",2014,1.7789294943213463
Slovak Republic,"Other, unknown",2015,1.3936051167547703
Slovak Republic,"Other, unknown",2016,1.6635319218039513
Slovak Republic,"Other, unknown",2017,1.5679225325584412
Slovak Republic,"Other, unknown",2018,1.4696728438138962
Slovak Republic,"Other, unknown",2019,1.0272801853716373
Slovak Republic,"Other, unknown",2020,1.0101106017827988
Slovak Republic,"Other, unknown",2021,NA
Slovenia,Own outright,2010,70.24723291397095
Slovenia,Own outright,2011,69.40684914588928
Slovenia,Own outright,2012,67.55525469779968
Slovenia,Own outright,2013,67.40094423294067
Slovenia,Own outright,2014,67.2869324684143
Slovenia,Own outright,2015,66.37158989906311
Slovenia,Own outright,2016,65.60007333755493
Slovenia,Own outright,2017,65.3076708316803
Slovenia,Own outright,2018,65.20119309425354
Slovenia,Own outright,2019,64.39371705055237
Slovenia,Own outright,2020,64.47279453277588
Slovenia,Own outright,2021,NA
Slovenia,Owner with mortgage,2010,6.530388444662094
Slovenia,Owner with mortgage,2011,6.507749110460281
Slovenia,Owner with mortgage,2012,6.856478005647659
Slovenia,Owner with mortgage,2013,7.855032384395599
Slovenia,Owner with mortgage,2014,8.338978886604309
Slovenia,Owner with mortgage,2015,8.682601153850555
Slovenia,Owner with mortgage,2016,8.178797364234924
Slovenia,Owner with mortgage,2017,9.221654385328293
Slovenia,Owner with mortgage,2018,9.241124242544174
Slovenia,Owner with mortgage,2019,9.874227643013
Slovenia,Owner with mortgage,2020,9.501936286687851
Slovenia,Owner with mortgage,2021,NA
Slovenia,Rent (private),2010,5.293683335185051
Slovenia,Rent (private),2011,6.109346076846123
Slovenia,Rent (private),2012,5.942808464169502
Slovenia,Rent (private),2013,6.0525014996528625
Slovenia,Rent (private),2014,6.43661692738533
Slovenia,Rent (private),2015,5.113736167550087
Slovenia,Rent (private),2016,5.793777480721474
Slovenia,Rent (private),2017,5.733007937669754
Slovenia,Rent (private),2018,6.132248789072037
Slovenia,Rent (private),2019,5.974199622869492
Slovenia,Rent (private),2020,5.638827010989189
Slovenia,Rent (private),2021,NA
Slovenia,Rent (subsidized),2010,2.906792052090168
Slovenia,Rent (subsidized),2011,2.8131019324064255
Slovenia,Rent (subsidized),2012,3.731410577893257
Slovenia,Rent (subsidized),2013,3.466670587658882
Slovenia,Rent (subsidized),2014,3.8436856120824814
Slovenia,Rent (subsidized),2015,5.336805060505867
Slovenia,Rent (subsidized),2016,5.286839976906776
Slovenia,Rent (subsidized),2017,5.107748880982399
Slovenia,Rent (subsidized),2018,4.587908089160919
Slovenia,Rent (subsidized),2019,4.619470611214638
Slovenia,Rent (subsidized),2020,5.079886689782143
Slovenia,Rent (subsidized),2021,NA
Slovenia,"Other, unknown",2010,15.021905303001404
Slovenia,"Other, unknown",2011,15.162952244281769
Slovenia,"Other, unknown",2012,15.914048254489899
Slovenia,"Other, unknown",2013,15.22485464811325
Slovenia,"Other, unknown",2014,14.093784987926483
Slovenia,"Other, unknown",2015,14.495265483856201
Slovenia,"Other, unknown",2016,15.140514075756073
Slovenia,"Other, unknown",2017,14.629919826984406
Slovenia,"Other, unknown",2018,14.837521314620972
Slovenia,"Other, unknown",2019,15.138386189937592
Slovenia,"Other, unknown",2020,15.306557714939117
Slovenia,"Other, unknown",2021,NA
Spain,Own outright,2010,48.080357909202576
Spain,Own outright,2011,50.50979256629944
Spain,Own outright,2012,50.683432817459106
Spain,Own outright,2013,48.97971749305725
Spain,Own outright,2014,49.66254234313965
Spain,Own outright,2015,50.31581521034241
Spain,Own outright,2016,50.52486062049866
Spain,Own outright,2017,51.39721632003784
Spain,Own outright,2018,50.883281230926514
Spain,Own outright,2019,51.217252016067505
Spain,Own outright,2020,49.011266231536865
Spain,Own outright,2021,NA
Spain,Owner with mortgage,2010,31.294655799865723
Spain,Owner with mortgage,2011,29.081422090530396
Spain,Owner with mortgage,2012,28.49254310131073
Spain,Owner with mortgage,2013,28.700587153434753
Spain,Owner with mortgage,2014,28.386184573173523
Spain,Owner with mortgage,2015,26.89800262451172
Spain,Owner with mortgage,2016,26.58543586730957
Spain,Owner with mortgage,2017,25.28095245361328
Spain,Owner with mortgage,2018,25.008943676948547
Spain,Owner with mortgage,2019,24.40275549888611
Spain,Owner with mortgage,2020,26.396679878234863
Spain,Owner with mortgage,2021,NA
Spain,Rent (private),2010,11.410515010356903
Spain,Rent (private),2011,12.105702608823776
Spain,Rent (private),2012,12.026658654212952
Spain,Rent (private),2013,12.944275140762329
Spain,Rent (private),2014,12.437330931425095
Spain,Rent (private),2015,13.209615647792816
Spain,Rent (private),2016,13.763922452926636
Spain,Rent (private),2017,14.288923144340515
Spain,Rent (private),2018,14.813204109668732
Spain,Rent (private),2019,15.526224672794342
Spain,Rent (private),2020,14.43106085062027
Spain,Rent (private),2021,NA
Spain,Rent (subsidized),2010,3.113251179456711
Spain,Rent (subsidized),2011,2.807416580617428
Spain,Rent (subsidized),2012,2.534337528049946
Spain,Rent (subsidized),2013,2.476360835134983
Spain,Rent (subsidized),2014,2.494365908205509
Spain,Rent (subsidized),2015,2.4074112996459007
Spain,Rent (subsidized),2016,2.5159241631627083
Spain,Rent (subsidized),2017,2.5564955547451973
Spain,Rent (subsidized),2018,2.8063571080565453
Spain,Rent (subsidized),2019,2.7081161737442017
Spain,Rent (subsidized),2020,3.267306461930275
Spain,Rent (subsidized),2021,NA
Spain,"Other, unknown",2010,6.101221218705177
Spain,"Other, unknown",2011,5.495661869645119
Spain,"Other, unknown",2012,6.26303032040596
Spain,"Other, unknown",2013,6.899058818817139
Spain,"Other, unknown",2014,7.019578665494919
Spain,"Other, unknown",2015,7.169153541326523
Spain,"Other, unknown",2016,6.609854847192764
Spain,"Other, unknown",2017,6.4764127135276794
Spain,"Other, unknown",2018,6.488215923309326
Spain,"Other, unknown",2019,6.145650148391724
Spain,"Other, unknown",2020,6.8936847150325775
Spain,"Other, unknown",2021,NA
Sweden,Own outright,2010,3.7253476679325104
Sweden,Own outright,2011,5.085679516196251
Sweden,Own outright,2012,11.243008822202682
Sweden,Own outright,2013,10.500447452068329
Sweden,Own outright,2014,9.76584106683731
Sweden,Own outright,2015,9.324783086776733
Sweden,Own outright,2016,13.081464171409607
Sweden,Own outright,2017,16.236968338489532
Sweden,Own outright,2018,15.204481780529022
Sweden,Own outright,2019,14.631038904190063
Sweden,Own outright,2020,14.864607155323029
Sweden,Own outright,2021,NA
Sweden,Owner with mortgage,2010,59.29766297340393
Sweden,Owner with mortgage,2011,57.25427269935608
Sweden,Owner with mortgage,2012,51.99265480041504
Sweden,Owner with mortgage,2013,51.638901233673096
Sweden,Owner with mortgage,2014,52.29824185371399
Sweden,Owner with mortgage,2015,50.16351938247681
Sweden,Owner with mortgage,2016,46.05876803398132
Sweden,Owner with mortgage,2017,42.41753816604614
Sweden,Owner with mortgage,2018,42.521703243255615
Sweden,Owner with mortgage,2019,43.34576725959778
Sweden,Owner with mortgage,2020,43.564268946647644
Sweden,Owner with mortgage,2021,NA
Sweden,Rent (private),2010,35.84414720535278
Sweden,Rent (private),2011,36.881646513938904
Sweden,Rent (private),2012,35.7795387506485
Sweden,Rent (private),2013,36.67770326137543
Sweden,Rent (private),2014,36.857905983924866
Sweden,Rent (private),2015,39.40320611000061
Sweden,Rent (private),2016,39.31769132614136
Sweden,Rent (private),2017,39.17610943317413
Sweden,Rent (private),2018,39.75748419761658
Sweden,Rent (private),2019,39.750006794929504
Sweden,Rent (private),2020,39.39467668533325
Sweden,Rent (private),2021,NA
Sweden,Rent (subsidized),2010,0.555805629119277
Sweden,Rent (subsidized),2011,0.3807047614827752
Sweden,Rent (subsidized),2012,0.23875965271145105
Sweden,Rent (subsidized),2013,0.4266491625458002
Sweden,Rent (subsidized),2014,0.5400735419243574
Sweden,Rent (subsidized),2015,0.42285090312361717
Sweden,Rent (subsidized),2016,0.1356173655949533
Sweden,Rent (subsidized),2017,NA
Sweden,Rent (subsidized),2018,NA
Sweden,Rent (subsidized),2019,NA
Sweden,Rent (subsidized),2020,NA
Sweden,Rent (subsidized),2021,NA
Sweden,"Other, unknown",2010,0.577030424028635
Sweden,"Other, unknown",2011,0.39770067669451237
Sweden,"Other, unknown",2012,0.7460430264472961
Sweden,"Other, unknown",2013,0.7562971208244562
Sweden,"Other, unknown",2014,0.5379357375204563
Sweden,"Other, unknown",2015,0.6856352090835571
Sweden,"Other, unknown",2016,1.406457182019949
Sweden,"Other, unknown",2017,2.1693801507353783
Sweden,"Other, unknown",2018,2.5163326412439346
Sweden,"Other, unknown",2019,2.2731838747859
Sweden,"Other, unknown",2020,2.17644851654768
Sweden,"Other, unknown",2021,NA
Switzerland,Own outright,2010,5.1756177097558975
Switzerland,Own outright,2011,5.027170106768608
Switzerland,Own outright,2012,5.43513260781765
Switzerland,Own outright,2013,5.003290995955467
Switzerland,Own outright,2014,5.395280942320824
Switzerland,Own outright,2015,5.157081410288811
Switzerland,Own outright,2016,4.826442524790764
Switzerland,Own outright,2017,NA
Switzerland,Own outright,2018,4.7694724053144455
Switzerland,Own outright,2019,4.151963442564011
Switzerland,Own outright,2020,4.4935379177331924
Switzerland,Own outright,2021,NA
Switzerland,Owner with mortgage,2010,34.387752413749695
Switzerland,Owner with mortgage,2011,33.84373486042023
Switzerland,Owner with mortgage,2012,34.72159802913666
Switzerland,Owner with mortgage,2013,34.77974832057953
Switzerland,Owner with mortgage,2014,34.875595569610596
Switzerland,Owner with mortgage,2015,33.2415372133255
Switzerland,Owner with mortgage,2016,32.525694370269775
Switzerland,Owner with mortgage,2017,NA
Switzerland,Owner with mortgage,2018,33.19721221923828
Switzerland,Owner with mortgage,2019,33.28509330749512
Switzerland,Owner with mortgage,2020,33.463847637176514
Switzerland,Owner with mortgage,2021,NA
Switzerland,Rent (private),2010,54.02142405509949
Switzerland,Rent (private),2011,55.697888135910034
Switzerland,Rent (private),2012,54.66785430908203
Switzerland,Rent (private),2013,55.11982440948486
Switzerland,Rent (private),2014,52.144789695739746
Switzerland,Rent (private),2015,53.344541788101196
Switzerland,Rent (private),2016,54.89582419395447
Switzerland,Rent (private),2017,NA
Switzerland,Rent (private),2018,55.06336688995361
Switzerland,Rent (private),2019,56.42896294593811
Switzerland,Rent (private),2020,55.47059178352356
Switzerland,Rent (private),2021,NA
Switzerland,Rent (subsidized),2010,4.506444931030273
Switzerland,Rent (subsidized),2011,3.689522296190262
Switzerland,Rent (subsidized),2012,3.4976445138454437
Switzerland,Rent (subsidized),2013,3.3837690949440002
Switzerland,Rent (subsidized),2014,6.117807328701019
Switzerland,Rent (subsidized),2015,6.612485647201538
Switzerland,Rent (subsidized),2016,6.162640452384949
Switzerland,Rent (subsidized),2017,NA
Switzerland,Rent (subsidized),2018,5.529907718300819
Switzerland,Rent (subsidized),2019,4.486246407032013
Switzerland,Rent (subsidized),2020,5.673711746931076
Switzerland,Rent (subsidized),2021,NA
Switzerland,"Other, unknown",2010,1.9087603315711021
Switzerland,"Other, unknown",2011,1.7416806891560555
Switzerland,"Other, unknown",2012,1.6777679324150085
Switzerland,"Other, unknown",2013,1.7133655026555061
Switzerland,"Other, unknown",2014,1.4665252529084682
Switzerland,"Other, unknown",2015,1.64435263723135
Switzerland,"Other, unknown",2016,1.5893969684839249
Switzerland,"Other, unknown",2017,NA
Switzerland,"Other, unknown",2018,1.4400355517864227
Switzerland,"Other, unknown",2019,1.6477346420288086
Switzerland,"Other, unknown",2020,0.8983161300420761
Switzerland,"Other, unknown",2021,NA
Türkiye,Own outright,2010,58.9877188205719
Türkiye,Own outright,2011,58.46658945083618
Türkiye,Own outright,2012,59.237468242645264
Türkiye,Own outright,2013,59.206390380859375
Türkiye,Own outright,2014,59.29054617881775
Türkiye,Own outright,2015,58.51140022277832
Türkiye,Own outright,2016,58.175915479660034
Türkiye,Own outright,2017,57.66376256942749
Türkiye,Own outright,2018,57.00833201408386
Türkiye,Own outright,2019,56.75346255302429
Türkiye,Own outright,2020,55.71392774581909
Türkiye,Own outright,2021,NA
Türkiye,Owner with mortgage,2010,NA
Türkiye,Owner with mortgage,2011,NA
Türkiye,Owner with mortgage,2012,NA
Türkiye,Owner with mortgage,2013,NA
Türkiye,Owner with mortgage,2014,NA
Türkiye,Owner with mortgage,2015,NA
Türkiye,Owner with mortgage,2016,NA
Türkiye,Owner with mortgage,2017,NA
Türkiye,Owner with mortgage,2018,NA
Türkiye,Owner with mortgage,2019,NA
Türkiye,Owner with mortgage,2020,NA
Türkiye,Owner with mortgage,2021,NA
Türkiye,Rent (private),2010,24.056658148765564
Türkiye,Rent (private),2011,24.585561454296112
Türkiye,Rent (private),2012,23.597124218940735
Türkiye,Rent (private),2013,24.15272146463394
Türkiye,Rent (private),2014,24.954017996788025
Türkiye,Rent (private),2015,26.048436760902405
Türkiye,Rent (private),2016,26.945367455482483
Türkiye,Rent (private),2017,27.052783966064453
Türkiye,Rent (private),2018,27.688699960708618
Türkiye,Rent (private),2019,28.09431254863739
Türkiye,Rent (private),2020,28.84937822818756
Türkiye,Rent (private),2021,NA
Türkiye,Rent (subsidized),2010,NA
Türkiye,Rent (subsidized),2011,NA
Türkiye,Rent (subsidized),2012,NA
Türkiye,Rent (subsidized),2013,NA
Türkiye,Rent (subsidized),2014,NA
Türkiye,Rent (subsidized),2015,NA
Türkiye,Rent (subsidized),2016,NA
Türkiye,Rent (subsidized),2017,NA
Türkiye,Rent (subsidized),2018,NA
Türkiye,Rent (subsidized),2019,NA
Türkiye,Rent (subsidized),2020,NA
Türkiye,Rent (subsidized),2021,NA
Türkiye,"Other, unknown",2010,16.955628991127014
Türkiye,"Other, unknown",2011,16.947847604751587
Türkiye,"Other, unknown",2012,17.16540902853012
Türkiye,"Other, unknown",2013,16.640891134738922
Türkiye,"Other, unknown",2014,15.755435824394226
Türkiye,"Other, unknown",2015,15.440161526203156
Türkiye,"Other, unknown",2016,14.878714084625244
Türkiye,"Other, unknown",2017,15.283459424972534
Türkiye,"Other, unknown",2018,15.302969515323639
Türkiye,"Other, unknown",2019,15.152221918106079
Türkiye,"Other, unknown",2020,15.436694025993347
Türkiye,"Other, unknown",2021,NA
United Kingdom,Own outright,2010,31.53681755065918
United Kingdom,Own outright,2011,31.777307391166687
United Kingdom,Own outright,2012,33.33002328872681
United Kingdom,Own outright,2013,33.6111456155777
United Kingdom,Own outright,2014,34.38898026943207
United Kingdom,Own outright,2015,35.63258945941925
United Kingdom,Own outright,2016,36.35515868663788
United Kingdom,Own outright,2017,36.55919432640076
United Kingdom,Own outright,2018,37.02167570590973
United Kingdom,Own outright,2019,37.38320171833038
United Kingdom,Own outright,2020,39.2802357673645
United Kingdom,Own outright,2021,NA
United Kingdom,Owner with mortgage,2010,35.481610894203186
United Kingdom,Owner with mortgage,2011,33.60425531864166
United Kingdom,Owner with mortgage,2012,32.6104462146759
United Kingdom,Owner with mortgage,2013,31.851524114608765
United Kingdom,Owner with mortgage,2014,31.058582663536072
United Kingdom,Owner with mortgage,2015,30.732586979866028
United Kingdom,Owner with mortgage,2016,29.875794053077698
United Kingdom,Owner with mortgage,2017,29.55099046230316
United Kingdom,Owner with mortgage,2018,29.599374532699585
United Kingdom,Owner with mortgage,2019,29.434669017791748
United Kingdom,Owner with mortgage,2020,28.038498759269714
United Kingdom,Owner with mortgage,2021,NA
United Kingdom,Rent (private),2010,13.274157047271729
United Kingdom,Rent (private),2011,13.800062239170074
United Kingdom,Rent (private),2012,12.783868610858917
United Kingdom,Rent (private),2013,12.575827538967133
United Kingdom,Rent (private),2014,12.390626966953278
United Kingdom,Rent (private),2015,12.550878524780273
United Kingdom,Rent (private),2016,12.558640539646149
United Kingdom,Rent (private),2017,12.503200769424438
United Kingdom,Rent (private),2018,11.994694173336029
United Kingdom,Rent (private),2019,11.59837543964386
United Kingdom,Rent (private),2020,11.13712340593338
United Kingdom,Rent (private),2021,NA
United Kingdom,Rent (subsidized),2010,19.061635434627533
United Kingdom,Rent (subsidized),2011,20.323579013347626
United Kingdom,Rent (subsidized),2012,20.796626806259155
United Kingdom,Rent (subsidized),2013,20.761418342590332
United Kingdom,Rent (subsidized),2014,20.741841197013855
United Kingdom,Rent (subsidized),2015,20.77420949935913
United Kingdom,Rent (subsidized),2016,20.7736998796463
United Kingdom,Rent (subsidized),2017,20.70210576057434
United Kingdom,Rent (subsidized),2018,20.779667794704437
United Kingdom,Rent (subsidized),2019,20.93174308538437
United Kingdom,Rent (subsidized),2020,19.967590272426605
United Kingdom,Rent (subsidized),2021,NA
United Kingdom,"Other, unknown",2010,0.6457781419157982
United Kingdom,"Other, unknown",2011,0.49479594454169273
United Kingdom,"Other, unknown",2012,0.47903023660182953
United Kingdom,"Other, unknown",2013,1.2000872753560543
United Kingdom,"Other, unknown",2014,1.4199656434357166
United Kingdom,"Other, unknown",2015,0.30973111279308796
United Kingdom,"Other, unknown",2016,0.43670181185007095
United Kingdom,"Other, unknown",2017,0.6845064461231232
United Kingdom,"Other, unknown",2018,0.6045860704034567
United Kingdom,"Other, unknown",2019,0.6520120427012444
United Kingdom,"Other, unknown",2020,1.5765557065606117
United Kingdom,"Other, unknown",2021,NA
United States,Own outright,2010,21.47240787744522
United States,Own outright,2011,21.711082756519318
United States,Own outright,2012,21.857254207134247
United States,Own outright,2013,22.68766611814499
United States,Own outright,2014,22.903922200202942
United States,Own outright,2015,23.19110482931137
United States,Own outright,2016,23.323680460453033
United States,Own outright,2017,23.75224679708481
United States,Own outright,2018,24.373655021190643
United States,Own outright,2019,24.534739553928375
United States,Own outright,2020,25.72002112865448
United States,Own outright,2021,NA
United States,Owner with mortgage,2010,43.945568799972534
United States,Owner with mortgage,2011,42.96862781047821
United States,Owner with mortgage,2012,42.14848577976227
United States,Owner with mortgage,2013,40.888601541519165
United States,Owner with mortgage,2014,40.27512967586517
United States,Owner with mortgage,2015,39.94991183280945
United States,Owner with mortgage,2016,39.86199200153351
United States,Owner with mortgage,2017,40.19652307033539
United States,Owner with mortgage,2018,39.644378423690796
United States,Owner with mortgage,2019,39.62605893611908
United States,Owner with mortgage,2020,39.74429368972778
United States,Owner with mortgage,2021,NA
United States,Rent (private),2010,32.692500948905945
United States,Rent (private),2011,33.38960409164429
United States,Rent (private),2012,34.0673953294754
United States,Rent (private),2013,34.49641764163971
United States,Rent (private),2014,34.88318622112274
United States,Rent (private),2015,34.94057059288025
United States,Rent (private),2016,34.96046960353851
United States,Rent (private),2017,34.268081188201904
United States,Rent (private),2018,34.223148226737976
United States,Rent (private),2019,34.119629859924316
United States,Rent (private),2020,32.744136452674866
United States,Rent (private),2021,NA
United States,Rent (subsidized),2010,NA
United States,Rent (subsidized),2011,NA
United States,Rent (subsidized),2012,NA
United States,Rent (subsidized),2013,NA
United States,Rent (subsidized),2014,NA
United States,Rent (subsidized),2015,NA
United States,Rent (subsidized),2016,NA
United States,Rent (subsidized),2017,NA
United States,Rent (subsidized),2018,NA
United States,Rent (subsidized),2019,NA
United States,Rent (subsidized),2020,NA
United States,Rent (subsidized),2021,NA
United States,"Other, unknown",2010,1.8895244225859642
United States,"Other, unknown",2011,1.9306860864162445
United States,"Other, unknown",2012,1.9268613308668137
United States,"Other, unknown",2013,1.9273120909929276
United States,"Other, unknown",2014,1.937759853899479
United States,"Other, unknown",2015,1.9184142351150513
United States,"Other, unknown",2016,1.8538540229201317
United States,"Other, unknown",2017,1.7831455916166306
United States,"Other, unknown",2018,1.7588205635547638
United States,"Other, unknown",2019,1.719570904970169
United States,"Other, unknown",2020,1.7915459349751472
United States,"Other, unknown",2021,NA
Bulgaria,Own outright,2010,84.43045616149902
Bulgaria,Own outright,2011,84.81397032737732
Bulgaria,Own outright,2012,84.667205810546875
Bulgaria,Own outright,2013,82.8797698020935
Bulgaria,Own outright,2014,81.50978088378906
Bulgaria,Own outright,2015,80.01372814178467
Bulgaria,Own outright,2016,80.10168671607971
Bulgaria,Own outright,2017,80.28721809387207
Bulgaria,Own outright,2018,81.24580979347229
Bulgaria,Own outright,2019,82.28611946105957
Bulgaria,Own outright,2020,82.74449706077576
Bulgaria,Own outright,2021,NA
Bulgaria,Owner with mortgage,2010,1.5494825318455696
Bulgaria,Owner with mortgage,2011,1.2581631541252136
Bulgaria,Owner with mortgage,2012,1.5458999201655388
Bulgaria,Owner with mortgage,2013,1.953219436109066
Bulgaria,Owner with mortgage,2014,2.051859349012375
Bulgaria,Owner with mortgage,2015,2.114577405154705
Bulgaria,Owner with mortgage,2016,2.0053116604685783
Bulgaria,Owner with mortgage,2017,2.186214178800583
Bulgaria,Owner with mortgage,2018,1.8875660374760628
Bulgaria,Owner with mortgage,2019,1.5232473611831665
Bulgaria,Owner with mortgage,2020,1.6238627955317497
Bulgaria,Owner with mortgage,2021,NA
Bulgaria,Rent (private),2010,2.54740621894598
Bulgaria,Rent (private),2011,2.00461745262146
Bulgaria,Rent (private),2012,1.7000891268253326
Bulgaria,Rent (private),2013,1.9563475623726845
Bulgaria,Rent (private),2014,2.7889231219887733
Bulgaria,Rent (private),2015,3.2476354390382767
Bulgaria,Rent (private),2016,2.8285719454288483
Bulgaria,Rent (private),2017,3.065275400876999
Bulgaria,Rent (private),2018,2.889101766049862
Bulgaria,Rent (private),2019,2.8040749952197075
Bulgaria,Rent (private),2020,2.5510739535093307
Bulgaria,Rent (private),2021,NA
Bulgaria,Rent (subsidized),2010,1.5090292319655418
Bulgaria,Rent (subsidized),2011,1.892903819680214
Bulgaria,Rent (subsidized),2012,1.7143391072750092
Bulgaria,Rent (subsidized),2013,1.5157097950577736
Bulgaria,Rent (subsidized),2014,1.6382593661546707
Bulgaria,Rent (subsidized),2015,1.1751271784305573
Bulgaria,Rent (subsidized),2016,1.4061442576348782
Bulgaria,Rent (subsidized),2017,1.2213033623993397
Bulgaria,Rent (subsidized),2018,1.5307583846151829
Bulgaria,Rent (subsidized),2019,1.3173495419323444
Bulgaria,Rent (subsidized),2020,1.5357386320829391
Bulgaria,Rent (subsidized),2021,NA
Bulgaria,"Other, unknown",2010,9.963630139827728
Bulgaria,"Other, unknown",2011,10.030344873666763
Bulgaria,"Other, unknown",2012,10.37246510386467
Bulgaria,"Other, unknown",2013,11.694950610399246
Bulgaria,"Other, unknown",2014,12.011175602674484
Bulgaria,"Other, unknown",2015,13.448931276798248
Bulgaria,"Other, unknown",2016,13.658283650875092
Bulgaria,"Other, unknown",2017,13.239984214305878
Bulgaria,"Other, unknown",2018,12.446768581867218
Bulgaria,"Other, unknown",2019,12.069203704595566
