country,tenure_type,income,year,value
Luxembourg,"Other, unknown",Top Quintile,2020,0.007754968013614416
Mexico,Own outright,Bottom Quintile,2010,0.7069869637489319
Mexico,Own outright,Bottom Quintile,2011,NA
Mexico,Own outright,Bottom Quintile,2012,0.7125003933906555
Mexico,Own outright,Bottom Quintile,2013,NA
Mexico,Own outright,Bottom Quintile,2014,0.7218244075775146
Mexico,Own outright,Bottom Quintile,2015,NA
Mexico,Own outright,Bottom Quintile,2016,0.7009894251823425
Mexico,Own outright,Bottom Quintile,2017,NA
Mexico,Own outright,Bottom Quintile,2018,0.7044573426246643
Mexico,Own outright,Bottom Quintile,2019,NA
Mexico,Own outright,Bottom Quintile,2020,0.6837871670722961
Mexico,Own outright,2nd Quintile,2010,0.6284936666488647
Mexico,Own outright,2nd Quintile,2011,NA
Mexico,Own outright,2nd Quintile,2012,0.6163163781166077
Mexico,Own outright,2nd Quintile,2013,NA
Mexico,Own outright,2nd Quintile,2014,0.6161208748817444
Mexico,Own outright,2nd Quintile,2015,NA
Mexico,Own outright,2nd Quintile,2016,0.6002283096313477
Mexico,Own outright,2nd Quintile,2017,NA
Mexico,Own outright,2nd Quintile,2018,0.6056193113327026
Mexico,Own outright,2nd Quintile,2019,NA
Mexico,Own outright,2nd Quintile,2020,0.6226775646209717
Mexico,Own outright,3rd Quintile,2010,0.6208111643791199
Mexico,Own outright,3rd Quintile,2011,NA
Mexico,Own outright,3rd Quintile,2012,0.6131808161735535
Mexico,Own outright,3rd Quintile,2013,NA
Mexico,Own outright,3rd Quintile,2014,0.5896624326705933
Mexico,Own outright,3rd Quintile,2015,NA
Mexico,Own outright,3rd Quintile,2016,0.5663644075393677
Mexico,Own outright,3rd Quintile,2017,NA
Mexico,Own outright,3rd Quintile,2018,0.5643714070320129
Mexico,Own outright,3rd Quintile,2019,NA
Mexico,Own outright,3rd Quintile,2020,0.5943018794059753
Mexico,Own outright,4th Quintile,2010,0.6051037311553955
Mexico,Own outright,4th Quintile,2011,NA
Mexico,Own outright,4th Quintile,2012,0.6136419177055359
Mexico,Own outright,4th Quintile,2013,NA
Mexico,Own outright,4th Quintile,2014,0.5837412476539612
Mexico,Own outright,4th Quintile,2015,NA
Mexico,Own outright,4th Quintile,2016,0.5499504804611206
Mexico,Own outright,4th Quintile,2017,NA
Mexico,Own outright,4th Quintile,2018,0.5448185801506042
Mexico,Own outright,4th Quintile,2019,NA
Mexico,Own outright,4th Quintile,2020,0.583103597164154
Mexico,Own outright,Top Quintile,2010,0.6376708149909973
Mexico,Own outright,Top Quintile,2011,NA
Mexico,Own outright,Top Quintile,2012,0.6278505921363831
Mexico,Own outright,Top Quintile,2013,NA
Mexico,Own outright,Top Quintile,2014,0.5503600835800171
Mexico,Own outright,Top Quintile,2015,NA
Mexico,Own outright,Top Quintile,2016,0.5429802536964417
Mexico,Own outright,Top Quintile,2017,NA
Mexico,Own outright,Top Quintile,2018,0.550644040107727
Mexico,Own outright,Top Quintile,2019,NA
Mexico,Own outright,Top Quintile,2020,0.5956120491027832
Mexico,Owner with mortgage,Bottom Quintile,2010,0.013275612145662308
Mexico,Owner with mortgage,Bottom Quintile,2011,NA
Mexico,Owner with mortgage,Bottom Quintile,2012,0.014034497551620007
Mexico,Owner with mortgage,Bottom Quintile,2013,NA
Mexico,Owner with mortgage,Bottom Quintile,2014,0.023227637633681297
Mexico,Owner with mortgage,Bottom Quintile,2015,NA
Mexico,Owner with mortgage,Bottom Quintile,2016,0.021633710712194443
Mexico,Owner with mortgage,Bottom Quintile,2017,NA
Mexico,Owner with mortgage,Bottom Quintile,2018,0.019097531214356422
Mexico,Owner with mortgage,Bottom Quintile,2019,NA
Mexico,Owner with mortgage,Bottom Quintile,2020,0.02378607913851738
Mexico,Owner with mortgage,2nd Quintile,2010,0.029133174568414688
Mexico,Owner with mortgage,2nd Quintile,2011,NA
Mexico,Owner with mortgage,2nd Quintile,2012,0.016541624441742897
Mexico,Owner with mortgage,2nd Quintile,2013,NA
Mexico,Owner with mortgage,2nd Quintile,2014,0.05699700117111206
Mexico,Owner with mortgage,2nd Quintile,2015,NA
Mexico,Owner with mortgage,2nd Quintile,2016,0.05417770519852638
Mexico,Owner with mortgage,2nd Quintile,2017,NA
Mexico,Owner with mortgage,2nd Quintile,2018,0.05504774674773216
Mexico,Owner with mortgage,2nd Quintile,2019,NA
Mexico,Owner with mortgage,2nd Quintile,2020,0.048704810440540314
Mexico,Owner with mortgage,3rd Quintile,2010,0.05116564780473709
Mexico,Owner with mortgage,3rd Quintile,2011,NA
Mexico,Owner with mortgage,3rd Quintile,2012,0.04080447182059288
Mexico,Owner with mortgage,3rd Quintile,2013,NA
Mexico,Owner with mortgage,3rd Quintile,2014,0.09591397643089294
Mexico,Owner with mortgage,3rd Quintile,2015,NA
Mexico,Owner with mortgage,3rd Quintile,2016,0.09674692153930664
Mexico,Owner with mortgage,3rd Quintile,2017,NA
Mexico,Owner with mortgage,3rd Quintile,2018,0.08547581732273102
Mexico,Owner with mortgage,3rd Quintile,2019,NA
Mexico,Owner with mortgage,3rd Quintile,2020,0.08018244057893753
Mexico,Owner with mortgage,4th Quintile,2010,0.07894466072320938
Mexico,Owner with mortgage,4th Quintile,2011,NA
Mexico,Owner with mortgage,4th Quintile,2012,0.06527166813611984
Mexico,Owner with mortgage,4th Quintile,2013,NA
Mexico,Owner with mortgage,4th Quintile,2014,0.14734968543052673
Mexico,Owner with mortgage,4th Quintile,2015,NA
Mexico,Owner with mortgage,4th Quintile,2016,0.13043634593486786
Mexico,Owner with mortgage,4th Quintile,2017,NA
Mexico,Owner with mortgage,4th Quintile,2018,0.1258714199066162
Mexico,Owner with mortgage,4th Quintile,2019,NA
Mexico,Owner with mortgage,4th Quintile,2020,0.109343022108078
Mexico,Owner with mortgage,Top Quintile,2010,0.11214833706617355
Mexico,Owner with mortgage,Top Quintile,2011,NA
Mexico,Owner with mortgage,Top Quintile,2012,0.09479361027479172
Mexico,Owner with mortgage,Top Quintile,2013,NA
Mexico,Owner with mortgage,Top Quintile,2014,0.1931491494178772
Mexico,Owner with mortgage,Top Quintile,2015,NA
Mexico,Owner with mortgage,Top Quintile,2016,0.17701996862888336
Mexico,Owner with mortgage,Top Quintile,2017,NA
Mexico,Owner with mortgage,Top Quintile,2018,0.1535545140504837
Mexico,Owner with mortgage,Top Quintile,2019,NA
Mexico,Owner with mortgage,Top Quintile,2020,0.1359110325574875
Mexico,Rent (private),Bottom Quintile,2010,0.0753745585680008
Mexico,Rent (private),Bottom Quintile,2011,NA
Mexico,Rent (private),Bottom Quintile,2012,0.07432519644498825
Mexico,Rent (private),Bottom Quintile,2013,NA
Mexico,Rent (private),Bottom Quintile,2014,0.06825043261051178
Mexico,Rent (private),Bottom Quintile,2015,NA
Mexico,Rent (private),Bottom Quintile,2016,0.07426135241985321
Mexico,Rent (private),Bottom Quintile,2017,NA
Mexico,Rent (private),Bottom Quintile,2018,0.07256266474723816
Mexico,Rent (private),Bottom Quintile,2019,NA
Mexico,Rent (private),Bottom Quintile,2020,0.09893161803483963
Mexico,Rent (private),2nd Quintile,2010,0.1322469860315323
Mexico,Rent (private),2nd Quintile,2011,NA
Mexico,Rent (private),2nd Quintile,2012,0.1399494707584381
Mexico,Rent (private),2nd Quintile,2013,NA
Mexico,Rent (private),2nd Quintile,2014,0.12020787596702576
Mexico,Rent (private),2nd Quintile,2015,NA
Mexico,Rent (private),2nd Quintile,2016,0.13363264501094818
Mexico,Rent (private),2nd Quintile,2017,NA
Mexico,Rent (private),2nd Quintile,2018,0.12743480503559113
Mexico,Rent (private),2nd Quintile,2019,NA
Mexico,Rent (private),2nd Quintile,2020,0.14204977452754974
Mexico,Rent (private),3rd Quintile,2010,0.15424202382564545
Mexico,Rent (private),3rd Quintile,2011,NA
Mexico,Rent (private),3rd Quintile,2012,0.1706439107656479
Mexico,Rent (private),3rd Quintile,2013,NA
Mexico,Rent (private),3rd Quintile,2014,0.14576993882656097
Mexico,Rent (private),3rd Quintile,2015,NA
Mexico,Rent (private),3rd Quintile,2016,0.15522676706314087
Mexico,Rent (private),3rd Quintile,2017,NA
Mexico,Rent (private),3rd Quintile,2018,0.16890962421894073
Mexico,Rent (private),3rd Quintile,2019,NA
Mexico,Rent (private),3rd Quintile,2020,0.1608678698539734
Mexico,Rent (private),4th Quintile,2010,0.16995562613010406
Mexico,Rent (private),4th Quintile,2011,NA
Mexico,Rent (private),4th Quintile,2012,0.1786281317472458
Mexico,Rent (private),4th Quintile,2013,NA
Mexico,Rent (private),4th Quintile,2014,0.14595404267311096
Mexico,Rent (private),4th Quintile,2015,NA
Mexico,Rent (private),4th Quintile,2016,0.17451852560043335
Mexico,Rent (private),4th Quintile,2017,NA
Mexico,Rent (private),4th Quintile,2018,0.17851491272449493
Mexico,Rent (private),4th Quintile,2019,NA
Mexico,Rent (private),4th Quintile,2020,0.17184346914291382
Mexico,Rent (private),Top Quintile,2010,0.1685476452112198
Mexico,Rent (private),Top Quintile,2011,NA
Mexico,Rent (private),Top Quintile,2012,0.18611013889312744
Mexico,Rent (private),Top Quintile,2013,NA
Mexico,Rent (private),Top Quintile,2014,0.1719256043434143
Mexico,Rent (private),Top Quintile,2015,NA
Mexico,Rent (private),Top Quintile,2016,0.18528784811496735
Mexico,Rent (private),Top Quintile,2017,NA
Mexico,Rent (private),Top Quintile,2018,0.2021118700504303
Mexico,Rent (private),Top Quintile,2019,NA
Mexico,Rent (private),Top Quintile,2020,0.18044941127300262
Mexico,Rent (subsidized),Bottom Quintile,2010,NA
Mexico,Rent (subsidized),Bottom Quintile,2011,NA
Mexico,Rent (subsidized),Bottom Quintile,2012,NA
Mexico,Rent (subsidized),Bottom Quintile,2013,NA
Mexico,Rent (subsidized),Bottom Quintile,2014,NA
Mexico,Rent (subsidized),Bottom Quintile,2015,NA
Mexico,Rent (subsidized),Bottom Quintile,2016,NA
Mexico,Rent (subsidized),Bottom Quintile,2017,NA
Mexico,Rent (subsidized),Bottom Quintile,2018,NA
Mexico,Rent (subsidized),Bottom Quintile,2019,NA
Mexico,Rent (subsidized),Bottom Quintile,2020,NA
Mexico,Rent (subsidized),2nd Quintile,2010,NA
Mexico,Rent (subsidized),2nd Quintile,2011,NA
Mexico,Rent (subsidized),2nd Quintile,2012,NA
Mexico,Rent (subsidized),2nd Quintile,2013,NA
Mexico,Rent (subsidized),2nd Quintile,2014,NA
Mexico,Rent (subsidized),2nd Quintile,2015,NA
Mexico,Rent (subsidized),2nd Quintile,2016,NA
Mexico,Rent (subsidized),2nd Quintile,2017,NA
Mexico,Rent (subsidized),2nd Quintile,2018,NA
Mexico,Rent (subsidized),2nd Quintile,2019,NA
Mexico,Rent (subsidized),2nd Quintile,2020,NA
Mexico,Rent (subsidized),3rd Quintile,2010,NA
Mexico,Rent (subsidized),3rd Quintile,2011,NA
Mexico,Rent (subsidized),3rd Quintile,2012,NA
Mexico,Rent (subsidized),3rd Quintile,2013,NA
Mexico,Rent (subsidized),3rd Quintile,2014,NA
Mexico,Rent (subsidized),3rd Quintile,2015,NA
Mexico,Rent (subsidized),3rd Quintile,2016,NA
Mexico,Rent (subsidized),3rd Quintile,2017,NA
Mexico,Rent (subsidized),3rd Quintile,2018,NA
Mexico,Rent (subsidized),3rd Quintile,2019,NA
Mexico,Rent (subsidized),3rd Quintile,2020,NA
Mexico,Rent (subsidized),4th Quintile,2010,NA
Mexico,Rent (subsidized),4th Quintile,2011,NA
Mexico,Rent (subsidized),4th Quintile,2012,NA
Mexico,Rent (subsidized),4th Quintile,2013,NA
Mexico,Rent (subsidized),4th Quintile,2014,NA
Mexico,Rent (subsidized),4th Quintile,2015,NA
Mexico,Rent (subsidized),4th Quintile,2016,NA
Mexico,Rent (subsidized),4th Quintile,2017,NA
Mexico,Rent (subsidized),4th Quintile,2018,NA
Mexico,Rent (subsidized),4th Quintile,2019,NA
Mexico,Rent (subsidized),4th Quintile,2020,NA
Mexico,Rent (subsidized),Top Quintile,2010,NA
Mexico,Rent (subsidized),Top Quintile,2011,NA
Mexico,Rent (subsidized),Top Quintile,2012,NA
Mexico,Rent (subsidized),Top Quintile,2013,NA
Mexico,Rent (subsidized),Top Quintile,2014,NA
Mexico,Rent (subsidized),Top Quintile,2015,NA
Mexico,Rent (subsidized),Top Quintile,2016,NA
Mexico,Rent (subsidized),Top Quintile,2017,NA
Mexico,Rent (subsidized),Top Quintile,2018,NA
Mexico,Rent (subsidized),Top Quintile,2019,NA
Mexico,Rent (subsidized),Top Quintile,2020,NA
Mexico,"Other, unknown",Bottom Quintile,2010,0.2043628841638565
Mexico,"Other, unknown",Bottom Quintile,2011,NA
Mexico,"Other, unknown",Bottom Quintile,2012,0.19913990795612335
Mexico,"Other, unknown",Bottom Quintile,2013,NA
Mexico,"Other, unknown",Bottom Quintile,2014,0.18669751286506653
Mexico,"Other, unknown",Bottom Quintile,2015,NA
Mexico,"Other, unknown",Bottom Quintile,2016,0.2031155377626419
Mexico,"Other, unknown",Bottom Quintile,2017,NA
Mexico,"Other, unknown",Bottom Quintile,2018,0.20388245582580566
Mexico,"Other, unknown",Bottom Quintile,2019,NA
Mexico,"Other, unknown",Bottom Quintile,2020,0.19349510967731476
Mexico,"Other, unknown",2nd Quintile,2010,0.21012617647647858
Mexico,"Other, unknown",2nd Quintile,2011,NA
Mexico,"Other, unknown",2nd Quintile,2012,0.22719255089759827
Mexico,"Other, unknown",2nd Quintile,2013,NA
Mexico,"Other, unknown",2nd Quintile,2014,0.206674262881279
Mexico,"Other, unknown",2nd Quintile,2015,NA
Mexico,"Other, unknown",2nd Quintile,2016,0.21196135878562927
Mexico,"Other, unknown",2nd Quintile,2017,NA
Mexico,"Other, unknown",2nd Quintile,2018,0.21189816296100616
Mexico,"Other, unknown",2nd Quintile,2019,NA
Mexico,"Other, unknown",2nd Quintile,2020,0.18656787276268005
Mexico,"Other, unknown",3rd Quintile,2010,0.173781156539917
Mexico,"Other, unknown",3rd Quintile,2011,NA
Mexico,"Other, unknown",3rd Quintile,2012,0.17537078261375427
Mexico,"Other, unknown",3rd Quintile,2013,NA
Mexico,"Other, unknown",3rd Quintile,2014,0.168653666973114
Mexico,"Other, unknown",3rd Quintile,2015,NA
Mexico,"Other, unknown",3rd Quintile,2016,0.18166188895702362
Mexico,"Other, unknown",3rd Quintile,2017,NA
Mexico,"Other, unknown",3rd Quintile,2018,0.1812431663274765
Mexico,"Other, unknown",3rd Quintile,2019,NA
Mexico,"Other, unknown",3rd Quintile,2020,0.16464778780937195
Mexico,"Other, unknown",4th Quintile,2010,0.14599600434303284
Mexico,"Other, unknown",4th Quintile,2011,NA
Mexico,"Other, unknown",4th Quintile,2012,0.14245830476284027
Mexico,"Other, unknown",4th Quintile,2013,NA
Mexico,"Other, unknown",4th Quintile,2014,0.12295500934123993
Mexico,"Other, unknown",4th Quintile,2015,NA
Mexico,"Other, unknown",4th Quintile,2016,0.14509464800357819
Mexico,"Other, unknown",4th Quintile,2017,NA
Mexico,"Other, unknown",4th Quintile,2018,0.1507950872182846
Mexico,"Other, unknown",4th Quintile,2019,NA
Mexico,"Other, unknown",4th Quintile,2020,0.13570991158485413
Mexico,"Other, unknown",Top Quintile,2010,0.08163322508335114
Mexico,"Other, unknown",Top Quintile,2011,NA
Mexico,"Other, unknown",Top Quintile,2012,0.09124567359685898
Mexico,"Other, unknown",Top Quintile,2013,NA
Mexico,"Other, unknown",Top Quintile,2014,0.08456514775753021
Mexico,"Other, unknown",Top Quintile,2015,NA
Mexico,"Other, unknown",Top Quintile,2016,0.09471194446086884
Mexico,"Other, unknown",Top Quintile,2017,NA
Mexico,"Other, unknown",Top Quintile,2018,0.09368959069252014
Mexico,"Other, unknown",Top Quintile,2019,NA
Mexico,"Other, unknown",Top Quintile,2020,0.0880274847149849
Netherlands,Own outright,Bottom Quintile,2010,0.10398479551076889
Netherlands,Own outright,Bottom Quintile,2011,0.09036561101675034
Netherlands,Own outright,Bottom Quintile,2012,0.08990427851676941
Netherlands,Own outright,Bottom Quintile,2013,0.10035338252782822
Netherlands,Own outright,Bottom Quintile,2014,0.10439532995223999
Netherlands,Own outright,Bottom Quintile,2015,0.08809059858322144
Netherlands,Own outright,Bottom Quintile,2016,0.09007919579744339
Netherlands,Own outright,Bottom Quintile,2017,0.10163118690252304
Netherlands,Own outright,Bottom Quintile,2018,0.09969445317983627
Netherlands,Own outright,Bottom Quintile,2019,0.10393945872783661
Netherlands,Own outright,Bottom Quintile,2020,0.09758221358060837
Netherlands,Own outright,2nd Quintile,2010,0.06654513627290726
Netherlands,Own outright,2nd Quintile,2011,0.05997488275170326
Netherlands,Own outright,2nd Quintile,2012,0.05610490217804909
Netherlands,Own outright,2nd Quintile,2013,0.05883489549160004
Netherlands,Own outright,2nd Quintile,2014,0.06530597060918808
Netherlands,Own outright,2nd Quintile,2015,0.0728994682431221
Netherlands,Own outright,2nd Quintile,2016,0.08299291133880615
Netherlands,Own outright,2nd Quintile,2017,0.09849748015403748
Netherlands,Own outright,2nd Quintile,2018,0.0882141962647438
Netherlands,Own outright,2nd Quintile,2019,0.0844738632440567
Netherlands,Own outright,2nd Quintile,2020,0.08004509657621384
Netherlands,Own outright,3rd Quintile,2010,0.07458970695734024
Netherlands,Own outright,3rd Quintile,2011,0.07775817811489105
Netherlands,Own outright,3rd Quintile,2012,0.07675640285015106
Netherlands,Own outright,3rd Quintile,2013,0.07020457088947296
Netherlands,Own outright,3rd Quintile,2014,0.0862974300980568
Netherlands,Own outright,3rd Quintile,2015,0.08014466613531113
Netherlands,Own outright,3rd Quintile,2016,0.09987538307905197
Netherlands,Own outright,3rd Quintile,2017,0.09850124269723892
Netherlands,Own outright,3rd Quintile,2018,0.0823950469493866
Netherlands,Own outright,3rd Quintile,2019,0.08767067641019821
Netherlands,Own outright,3rd Quintile,2020,0.0828760638833046
Netherlands,Own outright,4th Quintile,2010,0.08336134254932404
Netherlands,Own outright,4th Quintile,2011,0.08338986337184906
Netherlands,Own outright,4th Quintile,2012,0.09004172682762146
Netherlands,Own outright,4th Quintile,2013,0.07820705324411392
Netherlands,Own outright,4th Quintile,2014,0.09207943826913834
Netherlands,Own outright,4th Quintile,2015,0.09155146777629852
Netherlands,Own outright,4th Quintile,2016,0.08501441031694412
Netherlands,Own outright,4th Quintile,2017,0.08799316734075546
Netherlands,Own outright,4th Quintile,2018,0.09147989004850388
Netherlands,Own outright,4th Quintile,2019,0.08472010493278503
Netherlands,Own outright,4th Quintile,2020,0.09854680299758911
Netherlands,Own outright,Top Quintile,2010,0.11183091998100281
Netherlands,Own outright,Top Quintile,2011,0.11520859599113464
Netherlands,Own outright,Top Quintile,2012,0.11633502691984177
Netherlands,Own outright,Top Quintile,2013,0.11173045635223389
Netherlands,Own outright,Top Quintile,2014,0.11472692340612411
Netherlands,Own outright,Top Quintile,2015,0.11357156932353973
Netherlands,Own outright,Top Quintile,2016,0.09760311990976334
Netherlands,Own outright,Top Quintile,2017,0.09270564466714859
Netherlands,Own outright,Top Quintile,2018,0.10038436949253082
Netherlands,Own outright,Top Quintile,2019,0.1000119000673294
Netherlands,Own outright,Top Quintile,2020,0.10530004650354385
Netherlands,Owner with mortgage,Bottom Quintile,2010,0.17610739171504974
Netherlands,Owner with mortgage,Bottom Quintile,2011,0.17563648521900177
Netherlands,Owner with mortgage,Bottom Quintile,2012,0.16463296115398407
Netherlands,Owner with mortgage,Bottom Quintile,2013,0.16520318388938904
Netherlands,Owner with mortgage,Bottom Quintile,2014,0.16242320835590363
Netherlands,Owner with mortgage,Bottom Quintile,2015,0.1763678640127182
Netherlands,Owner with mortgage,Bottom Quintile,2016,0.15659523010253906
Netherlands,Owner with mortgage,Bottom Quintile,2017,0.16026079654693604
Netherlands,Owner with mortgage,Bottom Quintile,2018,0.1713472306728363
Netherlands,Owner with mortgage,Bottom Quintile,2019,0.1688614934682846
Netherlands,Owner with mortgage,Bottom Quintile,2020,0.17360498011112213
Netherlands,Owner with mortgage,2nd Quintile,2010,0.34993302822113037
Netherlands,Owner with mortgage,2nd Quintile,2011,0.36556655168533325
Netherlands,Owner with mortgage,2nd Quintile,2012,0.3560258150100708
Netherlands,Owner with mortgage,2nd Quintile,2013,0.33436065912246704
Netherlands,Owner with mortgage,2nd Quintile,2014,0.33975672721862793
Netherlands,Owner with mortgage,2nd Quintile,2015,0.31112754344940186
Netherlands,Owner with mortgage,2nd Quintile,2016,0.3220677077770233
Netherlands,Owner with mortgage,2nd Quintile,2017,0.3278648853302002
Netherlands,Owner with mortgage,2nd Quintile,2018,0.32270386815071106
Netherlands,Owner with mortgage,2nd Quintile,2019,0.3364998400211334
Netherlands,Owner with mortgage,2nd Quintile,2020,0.33548417687416077
Netherlands,Owner with mortgage,3rd Quintile,2010,0.5561341047286987
Netherlands,Owner with mortgage,3rd Quintile,2011,0.5512000918388367
Netherlands,Owner with mortgage,3rd Quintile,2012,0.5704602599143982
Netherlands,Owner with mortgage,3rd Quintile,2013,0.5866344571113586
Netherlands,Owner with mortgage,3rd Quintile,2014,0.5716378092765808
Netherlands,Owner with mortgage,3rd Quintile,2015,0.5846995115280151
Netherlands,Owner with mortgage,3rd Quintile,2016,0.5920747518539429
Netherlands,Owner with mortgage,3rd Quintile,2017,0.5966421961784363
Netherlands,Owner with mortgage,3rd Quintile,2018,0.6003035306930542
Netherlands,Owner with mortgage,3rd Quintile,2019,0.5794074535369873
Netherlands,Owner with mortgage,3rd Quintile,2020,0.5959754586219788
Netherlands,Owner with mortgage,4th Quintile,2010,0.6797435283660889
Netherlands,Owner with mortgage,4th Quintile,2011,0.6884576082229614
Netherlands,Owner with mortgage,4th Quintile,2012,0.6864574551582336
Netherlands,Owner with mortgage,4th Quintile,2013,0.6971234679222107
Netherlands,Owner with mortgage,4th Quintile,2014,0.6845522522926331
Netherlands,Owner with mortgage,4th Quintile,2015,0.6940650939941406
Netherlands,Owner with mortgage,4th Quintile,2016,0.7594728469848633
Netherlands,Owner with mortgage,4th Quintile,2017,0.7406101226806641
Netherlands,Owner with mortgage,4th Quintile,2018,0.7333546876907349
Netherlands,Owner with mortgage,4th Quintile,2019,0.7608627676963806
Netherlands,Owner with mortgage,4th Quintile,2020,0.7372258305549622
Netherlands,Owner with mortgage,Top Quintile,2010,0.7625210881233215
Netherlands,Owner with mortgage,Top Quintile,2011,0.7660304307937622
Netherlands,Owner with mortgage,Top Quintile,2012,0.7678593397140503
Netherlands,Owner with mortgage,Top Quintile,2013,0.7626711130142212
Netherlands,Owner with mortgage,Top Quintile,2014,0.7500776052474976
Netherlands,Owner with mortgage,Top Quintile,2015,0.7774888873100281
Netherlands,Owner with mortgage,Top Quintile,2016,0.8193448185920715
Netherlands,Owner with mortgage,Top Quintile,2017,0.8009436130523682
Netherlands,Owner with mortgage,Top Quintile,2018,0.7923816442489624
Netherlands,Owner with mortgage,Top Quintile,2019,0.7914693355560303
Netherlands,Owner with mortgage,Top Quintile,2020,0.8004308342933655
Netherlands,Rent (private),Bottom Quintile,2010,0.7104607224464417
Netherlands,Rent (private),Bottom Quintile,2011,0.7200530767440796
Netherlands,Rent (private),Bottom Quintile,2012,0.7400676608085632
Netherlands,Rent (private),Bottom Quintile,2013,0.7298449873924255
Netherlands,Rent (private),Bottom Quintile,2014,0.7242279648780823
Netherlands,Rent (private),Bottom Quintile,2015,0.7259092330932617
Netherlands,Rent (private),Bottom Quintile,2016,0.7317880988121033
Netherlands,Rent (private),Bottom Quintile,2017,0.7134488821029663
Netherlands,Rent (private),Bottom Quintile,2018,0.7020049691200256
Netherlands,Rent (private),Bottom Quintile,2019,0.7039558291435242
Netherlands,Rent (private),Bottom Quintile,2020,0.7020535469055176
Netherlands,Rent (private),2nd Quintile,2010,0.582064151763916
Netherlands,Rent (private),2nd Quintile,2011,0.5689666867256165
Netherlands,Rent (private),2nd Quintile,2012,0.5831341743469238
Netherlands,Rent (private),2nd Quintile,2013,0.6012881398200989
Netherlands,Rent (private),2nd Quintile,2014,0.590660810470581
Netherlands,Rent (private),2nd Quintile,2015,0.6145725250244141
Netherlands,Rent (private),2nd Quintile,2016,0.5892371535301208
Netherlands,Rent (private),2nd Quintile,2017,0.5658286809921265
Netherlands,Rent (private),2nd Quintile,2018,0.5797972679138184
Netherlands,Rent (private),2nd Quintile,2019,0.5712123513221741
Netherlands,Rent (private),2nd Quintile,2020,0.5743041634559631
Netherlands,Rent (private),3rd Quintile,2010,0.36827394366264343
Netherlands,Rent (private),3rd Quintile,2011,0.3669572174549103
Netherlands,Rent (private),3rd Quintile,2012,0.34569501876831055
Netherlands,Rent (private),3rd Quintile,2013,0.3405894935131073
Netherlands,Rent (private),3rd Quintile,2014,0.3385810852050781
Netherlands,Rent (private),3rd Quintile,2015,0.3304853141307831
Netherlands,Rent (private),3rd Quintile,2016,0.30002883076667786
Netherlands,Rent (private),3rd Quintile,2017,0.2974418103694916
Netherlands,Rent (private),3rd Quintile,2018,0.3077222406864166
Netherlands,Rent (private),3rd Quintile,2019,0.32540518045425415
Netherlands,Rent (private),3rd Quintile,2020,0.3156293034553528
Netherlands,Rent (private),4th Quintile,2010,0.23565225303173065
Netherlands,Rent (private),4th Quintile,2011,0.2255852371454239
Netherlands,Rent (private),4th Quintile,2012,0.21841013431549072
Netherlands,Rent (private),4th Quintile,2013,0.21660739183425903
Netherlands,Rent (private),4th Quintile,2014,0.2169508934020996
Netherlands,Rent (private),4th Quintile,2015,0.21240805089473724
Netherlands,Rent (private),4th Quintile,2016,0.15094535052776337
Netherlands,Rent (private),4th Quintile,2017,0.1650133579969406
Netherlands,Rent (private),4th Quintile,2018,0.16834966838359833
Netherlands,Rent (private),4th Quintile,2019,0.15106946229934692
Netherlands,Rent (private),4th Quintile,2020,0.15886327624320984
Netherlands,Rent (private),Top Quintile,2010,0.11959698051214218
Netherlands,Rent (private),Top Quintile,2011,0.11489579826593399
Netherlands,Rent (private),Top Quintile,2012,0.11213062703609467
Netherlands,Rent (private),Top Quintile,2013,0.12312768399715424
Netherlands,Rent (private),Top Quintile,2014,0.12851987779140472
Netherlands,Rent (private),Top Quintile,2015,0.09977295994758606
Netherlands,Rent (private),Top Quintile,2016,0.07930329442024231
Netherlands,Rent (private),Top Quintile,2017,0.10330638289451599
Netherlands,Rent (private),Top Quintile,2018,0.10258010774850845
Netherlands,Rent (private),Top Quintile,2019,0.10133219510316849
Netherlands,Rent (private),Top Quintile,2020,0.09229981154203415
Netherlands,Rent (subsidized),Bottom Quintile,2010,NA
Netherlands,Rent (subsidized),Bottom Quintile,2011,NA
Netherlands,Rent (subsidized),Bottom Quintile,2012,NA
Netherlands,Rent (subsidized),Bottom Quintile,2013,NA
Netherlands,Rent (subsidized),Bottom Quintile,2014,NA
Netherlands,Rent (subsidized),Bottom Quintile,2015,NA
Netherlands,Rent (subsidized),Bottom Quintile,2016,NA
Netherlands,Rent (subsidized),Bottom Quintile,2017,NA
Netherlands,Rent (subsidized),Bottom Quintile,2018,NA
Netherlands,Rent (subsidized),Bottom Quintile,2019,NA
Netherlands,Rent (subsidized),Bottom Quintile,2020,NA
Netherlands,Rent (subsidized),2nd Quintile,2010,NA
Netherlands,Rent (subsidized),2nd Quintile,2011,NA
Netherlands,Rent (subsidized),2nd Quintile,2012,NA
Netherlands,Rent (subsidized),2nd Quintile,2013,NA
Netherlands,Rent (subsidized),2nd Quintile,2014,NA
Netherlands,Rent (subsidized),2nd Quintile,2015,NA
Netherlands,Rent (subsidized),2nd Quintile,2016,NA
Netherlands,Rent (subsidized),2nd Quintile,2017,NA
Netherlands,Rent (subsidized),2nd Quintile,2018,NA
Netherlands,Rent (subsidized),2nd Quintile,2019,NA
Netherlands,Rent (subsidized),2nd Quintile,2020,NA
Netherlands,Rent (subsidized),3rd Quintile,2010,NA
